Company Location,Review Date,Country of Bean Origin,Cocoa Percent,Rating,Bean Origin ID,Company Location ID,Number of ingredients,Number of ingredients norm,Has vanilla,Year Norm,Cocoa Percent norm
U.S.A.,2022,India,70%,2.75,13,20,3.0,0.34581838219927463,0,0.9373863840234674,-0.41291870242530737
U.S.A.,2022,Haiti,70%,3.5,11,20,3.0,0.34581838219927463,0,0.9373863840234674,-0.41291870242530737
U.S.A.,2022,Dominican Republic,72%,3.25,6,20,3.0,0.34581838219927463,0,0.9373863840234674,0.1415905316584748
U.S.A.,2022,Haiti,64%,2.75,11,20,2.0,-1.148561454131727,0,0.9373863840234674,-2.0764464046766538
U.S.A.,2022,Guatemala,68%,3.5,10,20,2.0,-1.148561454131727,0,0.9373863840234674,-0.9674279365090895
U.S.A.,2022,Ghana,68%,3.25,9,20,2.0,-1.148561454131727,0,0.9373863840234674,-0.9674279365090895
U.S.A.,2022,Ecuador,68%,3.25,7,20,2.0,-1.148561454131727,0,0.9373863840234674,-0.9674279365090895
U.S.A.,2022,Peru,73%,3.75,18,20,3.0,0.34581838219927463,0,0.9373863840234674,0.4188451487003659
U.S.A.,2022,Peru,73%,3.75,18,20,3.0,0.34581838219927463,0,0.9373863840234674,0.4188451487003659
U.S.A.,2022,Peru,73%,3.25,18,20,3.0,0.34581838219927463,0,0.9373863840234674,0.4188451487003659
U.S.A.,2022,Bolivia,66%,3.0,2,20,3.0,0.34581838219927463,0,0.9373863840234674,-1.5219371705928717
Denmark,2022,Nicaragua,70%,3.5,17,7,3.0,0.34581838219927463,0,0.9373863840234674,-0.41291870242530737
Denmark,2022,Madagascar,64%,3.75,15,7,3.0,0.34581838219927463,0,0.9373863840234674,-2.0764464046766538
Denmark,2022,Madagascar,64%,3.5,15,7,3.0,0.34581838219927463,0,0.9373863840234674,-2.0764464046766538
U.S.A.,2022,Venezuela,82%,3.25,25,20,3.0,0.34581838219927463,0,0.9373863840234674,2.9141367020773856
U.S.A.,2021,Colombia,70%,3.5,4,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.K.,2021,Nicaragua,70%,3.5,17,19,4.0,1.8401982185302763,0,0.5597646134471793,-0.41291870242530737
U.K.,2021,Belize,78%,3.25,1,19,3.0,0.34581838219927463,0,0.5597646134471793,1.8051182339098213
U.S.A.,2021,Mexico,72%,4.0,16,20,2.0,-1.148561454131727,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Dominican Republic,70%,3.0,6,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Tanzania,70%,3.5,21,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Peru,70%,3.25,18,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,India,70%,3.25,13,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,India,70%,2.75,13,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Guatemala,70%,2.75,10,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Dominican Republic,70%,3.5,6,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Brazil,70%,4.0,3,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Peru,72%,3.5,18,20,4.0,1.8401982185302763,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,India,72%,3.0,13,20,4.0,1.8401982185302763,0,0.5597646134471793,0.1415905316584748
Mexico,2021,Mexico,73%,3.75,16,12,2.0,-1.148561454131727,0,0.5597646134471793,0.4188451487003659
U.S.A.,2021,India,70%,3.75,13,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Tanzania,75%,3.5,21,20,3.0,0.34581838219927463,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Philippines,70%,2.5,19,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Peru,68%,3.25,18,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.9674279365090895
U.S.A.,2021,Peru,68%,3.0,18,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.9674279365090895
U.S.A.,2021,Madagascar,77%,3.25,15,20,2.0,-1.148561454131727,0,0.5597646134471793,1.5278636168679303
U.S.A.,2021,Colombia,70%,3.25,4,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Haiti,79%,3.5,11,20,3.0,0.34581838219927463,0,0.5597646134471793,2.0823728509517125
U.S.A.,2021,Dominican Republic,70%,3.5,6,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Tanzania,75%,3.5,21,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Bolivia,75%,3.75,2,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Guatemala,70%,3.25,10,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Dominican Republic,73%,3.25,6,20,2.0,-1.148561454131727,0,0.5597646134471793,0.4188451487003659
U.S.A.,2021,Belize,70%,3.5,1,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Venezuela,72%,3.0,25,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Dominican Republic,69%,3.25,6,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.6901733194671985
U.S.A.,2021,Colombia,83%,3.25,4,20,3.0,0.34581838219927463,0,0.5597646134471793,3.1913913191192766
Canada,2021,Peru,72%,3.25,18,5,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
Canada,2021,Madagascar,70%,3.0,15,5,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Belize,70%,3.0,1,5,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Venezuela,72%,4.0,25,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Peru,70%,4.0,18,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Tanzania,70%,3.25,21,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Peru,70%,3.25,18,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Nicaragua,70%,3.0,17,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Mexico,70%,3.25,16,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Uganda,80%,3.25,24,20,3.0,0.34581838219927463,0,0.5597646134471793,2.3596274679936036
Colombia,2021,Colombia,70%,3.75,4,6,4.0,1.8401982185302763,0,0.5597646134471793,-0.41291870242530737
Colombia,2021,Colombia,70%,3.5,4,6,4.0,1.8401982185302763,0,0.5597646134471793,-0.41291870242530737
Colombia,2021,Colombia,70%,3.25,4,6,4.0,1.8401982185302763,0,0.5597646134471793,-0.41291870242530737
Colombia,2021,Colombia,70%,3.25,4,6,4.0,1.8401982185302763,0,0.5597646134471793,-0.41291870242530737
Peru,2021,Peru,70%,4.0,18,15,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Peru,2021,Peru,80%,3.5,18,15,2.0,-1.148561454131727,0,0.5597646134471793,2.3596274679936036
Peru,2021,Peru,70%,3.5,18,15,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Peru,2021,Peru,70%,3.5,18,15,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Tanzania,62%,3.0,21,20,3.0,0.34581838219927463,0,0.5597646134471793,-2.630955638760436
France,2021,Nicaragua,75%,3.75,17,8,3.0,0.34581838219927463,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Colombia,72%,3.25,4,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Belize,72%,3.25,1,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Dominican Republic,70%,3.75,6,20,4.0,1.8401982185302763,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Bolivia,70%,3.0,2,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Vietnam,70%,3.5,26,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Trinidad,70%,3.25,22,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Dominican Republic,70%,3.5,6,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Tanzania,70%,3.0,21,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Dominican Republic,70%,3.5,6,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Uganda,72%,3.5,24,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Trinidad,72%,3.75,22,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Philippines,74%,3.5,19,20,3.0,0.34581838219927463,0,0.5597646134471793,0.696099765742257
U.S.A.,2021,Honduras,74%,3.75,12,20,2.0,-1.148561454131727,0,0.5597646134471793,0.696099765742257
U.S.A.,2021,Guatemala,75%,2.75,10,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Ecuador,75%,3.5,7,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Dominican Republic,75%,3.0,6,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
France,2021,Mexico,70%,4.0,16,8,4.0,1.8401982185302763,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Philippines,70%,3.25,19,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Haiti,67%,2.75,11,20,3.0,0.34581838219927463,0,0.5597646134471793,-1.2446825535509807
U.S.A.,2021,Uganda,77%,3.5,24,20,3.0,0.34581838219927463,0,0.5597646134471793,1.5278636168679303
U.S.A.,2021,Trinidad,80%,3.75,22,20,3.0,0.34581838219927463,0,0.5597646134471793,2.3596274679936036
U.S.A.,2021,Peru,72%,3.0,18,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Honduras,72%,3.0,12,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Uganda,70%,3.5,24,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Madagascar,70%,3.5,15,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Belize,70%,3.25,1,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Vietnam,70%,4.0,26,5,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Venezuela,70%,3.5,25,5,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Madagascar,70%,3.5,15,5,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Vietnam,70%,3.5,26,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Mexico,73%,3.0,16,5,3.0,0.34581838219927463,0,0.5597646134471793,0.4188451487003659
Canada,2021,India,73%,3.25,13,5,3.0,0.34581838219927463,0,0.5597646134471793,0.4188451487003659
U.S.A.,2021,Vietnam,70%,3.5,26,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Trinidad,75%,3.25,22,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Peru,70%,3.5,18,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,India,70%,3.5,13,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Italy,2021,Tanzania,72%,3.5,21,10,2.0,-1.148561454131727,0,0.5597646134471793,0.1415905316584748
Italy,2021,Indonesia,77%,2.75,14,10,2.0,-1.148561454131727,0,0.5597646134471793,1.5278636168679303
U.S.A.,2021,Ghana,72%,3.5,9,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Mexico,70%,3.25,16,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Peru,70%,3.75,18,5,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Dominican Republic,70%,3.0,6,5,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Colombia,70%,2.5,4,5,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Uganda,75%,3.75,24,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Peru,70%,3.75,18,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Haiti,71%,2.75,11,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.1356640853834163
U.S.A.,2021,Guatemala,76%,3.0,10,20,3.0,0.34581838219927463,0,0.5597646134471793,1.250608999826039
U.S.A.,2021,Ghana,66%,3.0,9,20,3.0,0.34581838219927463,0,0.5597646134471793,-1.5219371705928717
Switzerland,2021,Peru,75%,3.25,18,18,3.0,0.34581838219927463,0,0.5597646134471793,0.973354382784148
Switzerland,2021,Peru,70%,3.25,18,18,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Switzerland,2021,Madagascar,75%,3.5,15,18,3.0,0.34581838219927463,0,0.5597646134471793,0.973354382784148
Switzerland,2021,Colombia,75%,2.75,4,18,3.0,0.34581838219927463,0,0.5597646134471793,0.973354382784148
Italy,2021,Tanzania,72%,3.5,21,10,4.0,1.8401982185302763,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,India,68%,3.5,13,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.9674279365090895
U.S.A.,2021,Venezuela,70%,3.5,25,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Venezuela,80%,3.0,25,20,2.0,-1.148561454131727,0,0.5597646134471793,2.3596274679936036
U.S.A.,2021,U.S.A.,70%,3.25,23,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Peru,70%,3.25,18,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Haiti,70%,3.75,11,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Italy,2021,Madagascar,72%,3.25,15,10,4.0,1.8401982185302763,0,0.5597646134471793,0.1415905316584748
Italy,2021,India,72%,3.25,13,10,4.0,1.8401982185302763,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Peru,72%,3.5,18,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Ecuador,75%,3.75,7,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
Canada,2021,Philippines,76%,3.5,19,5,3.0,0.34581838219927463,0,0.5597646134471793,1.250608999826039
U.S.A.,2021,Madagascar,70%,2.75,15,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Dominican Republic,70%,3.25,6,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Belgium,2021,Tanzania,90%,3.0,21,3,3.0,0.34581838219927463,0,0.5597646134471793,5.132173638412514
Belgium,2021,India,74%,3.0,13,3,3.0,0.34581838219927463,0,0.5597646134471793,0.696099765742257
U.S.A.,2021,U.S.A.,70%,3.5,23,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Mexico,72%,2.75,16,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Brazil,72%,3.25,3,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Bolivia,72%,2.75,2,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
Peru,2021,Peru,70%,3.5,18,15,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Peru,2021,Peru,80%,3.25,18,15,3.0,0.34581838219927463,0,0.5597646134471793,2.3596274679936036
U.S.A.,2021,Colombia,70%,2.5,4,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Brazil,2021,Brazil,70%,3.25,3,4,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Bolivia,70%,2.75,2,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Belize,75%,3.0,1,20,3.0,0.34581838219927463,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,U.S.A.,70%,3.75,23,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
Canada,2021,Philippines,70%,3.25,19,5,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Guatemala,75%,3.25,10,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Belize,75%,3.0,1,20,2.0,-1.148561454131727,0,0.5597646134471793,0.973354382784148
U.S.A.,2021,Nicaragua,70%,3.25,17,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Ecuador,70%,2.75,7,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
Mexico,2021,Mexico,70%,3.5,16,12,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.K.,2021,India,70%,3.0,13,19,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Vietnam,73%,3.5,26,20,3.0,0.34581838219927463,0,0.5597646134471793,0.4188451487003659
U.S.A.,2021,Tanzania,70%,3.5,21,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Madagascar,72%,3.5,15,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,India,70%,3.0,13,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Dominican Republic,70%,3.25,6,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Bolivia,70%,3.25,2,20,2.0,-1.148561454131727,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Ecuador,70%,3.75,7,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Peru,72%,3.75,18,20,3.0,0.34581838219927463,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Dominican Republic,68%,3.75,6,20,4.0,1.8401982185302763,1,0.5597646134471793,-0.9674279365090895
U.S.A.,2021,Dominican Republic,77%,3.25,6,20,2.0,-1.148561454131727,0,0.5597646134471793,1.5278636168679303
U.S.A.,2021,Venezuela,68%,4.0,25,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.9674279365090895
U.S.A.,2021,Peru,74%,3.25,18,20,3.0,0.34581838219927463,0,0.5597646134471793,0.696099765742257
U.S.A.,2021,Peru,74%,3.0,18,20,3.0,0.34581838219927463,0,0.5597646134471793,0.696099765742257
U.S.A.,2021,Nicaragua,70%,3.75,17,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Nicaragua,70%,3.5,17,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Madagascar,70%,3.5,15,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Ghana,68%,3.5,9,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.9674279365090895
U.S.A.,2021,Ghana,68%,3.25,9,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.9674279365090895
Singapore,2021,Indonesia,72%,3.5,14,16,2.0,-1.148561454131727,0,0.5597646134471793,0.1415905316584748
U.S.A.,2021,Uganda,70%,3.0,24,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.41291870242530737
U.S.A.,2021,Fiji,68%,3.0,8,20,3.0,0.34581838219927463,0,0.5597646134471793,-0.9674279365090895
U.S.A.,2020,Madagascar,70%,3.0,15,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Colombia,70%,3.0,4,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Mexico,70%,3.5,16,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Haiti,70%,3.5,11,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Guatemala,70%,3.25,10,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Belize,75%,3.5,1,20,3.0,0.34581838219927463,0,0.18214284287089133,0.973354382784148
U.S.A.,2020,Honduras,70%,3.5,12,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Ecuador,70%,3.25,7,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Dominican Republic,70%,3.25,6,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Colombia,70%,3.25,4,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Peru,70%,3.5,18,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Venezuela,75%,3.75,25,20,2.0,-1.148561454131727,0,0.18214284287089133,0.973354382784148
U.S.A.,2020,Madagascar,67%,4.0,15,20,2.0,-1.148561454131727,0,0.18214284287089133,-1.2446825535509807
U.S.A.,2020,Guatemala,70%,3.5,10,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Belize,70%,3.75,1,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Peru,70%,3.5,18,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Mexico,74%,3.25,16,20,2.0,-1.148561454131727,0,0.18214284287089133,0.696099765742257
U.S.A.,2020,Peru,72%,2.75,18,20,4.0,1.8401982185302763,1,0.18214284287089133,0.1415905316584748
U.S.A.,2020,Ecuador,72%,3.0,7,20,4.0,1.8401982185302763,1,0.18214284287089133,0.1415905316584748
U.S.A.,2020,Dominican Republic,72%,2.75,6,20,4.0,1.8401982185302763,1,0.18214284287089133,0.1415905316584748
U.S.A.,2020,Tanzania,73%,3.25,21,20,2.0,-1.148561454131727,0,0.18214284287089133,0.4188451487003659
U.S.A.,2020,Peru,70%,3.5,18,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Nicaragua,72%,3.5,17,20,2.0,-1.148561454131727,0,0.18214284287089133,0.1415905316584748
Canada,2020,Belize,74%,3.5,1,5,3.0,0.34581838219927463,0,0.18214284287089133,0.696099765742257
Canada,2020,Vietnam,70%,2.75,26,5,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Peru,70%,3.0,18,5,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Honduras,70%,2.75,12,5,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Nicaragua,70%,3.25,17,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Haiti,70%,3.25,11,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Guatemala,70%,3.75,10,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Peru,68%,3.25,18,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.9674279365090895
Canada,2020,Mexico,74%,3.0,16,5,3.0,0.34581838219927463,0,0.18214284287089133,0.696099765742257
U.S.A.,2020,Madagascar,75%,3.5,15,20,3.0,0.34581838219927463,0,0.18214284287089133,0.973354382784148
Canada,2020,Peru,70%,4.0,18,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Peru,70%,3.5,18,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Tanzania,70%,3.25,21,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Dominican Republic,70%,3.0,6,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Bolivia,70%,3.0,2,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Vietnam,70%,3.0,26,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Tanzania,70%,3.5,21,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,India,73%,3.5,13,20,3.0,0.34581838219927463,0,0.18214284287089133,0.4188451487003659
U.S.A.,2020,Vietnam,70%,3.25,26,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Tanzania,70%,3.5,21,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Madagascar,70%,3.25,15,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Vietnam,70%,3.75,26,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Uganda,70%,3.25,24,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Tanzania,70%,3.0,21,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,India,70%,3.25,13,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Guatemala,70%,3.0,10,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Colombia,70%,3.25,4,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Bolivia,70%,3.75,2,20,2.0,-1.148561454131727,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Vietnam,70%,3.25,26,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
Mexico,2020,Mexico,70%,3.0,16,12,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Guatemala,70%,2.5,10,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Belize,70%,3.25,1,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Vietnam,75%,3.0,26,20,3.0,0.34581838219927463,0,0.18214284287089133,0.973354382784148
U.S.A.,2020,U.S.A.,70%,3.0,23,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Madagascar,65%,3.25,15,20,3.0,0.34581838219927463,0,0.18214284287089133,-1.7991917876347627
U.S.A.,2020,Uganda,68%,3.25,24,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.9674279365090895
U.S.A.,2020,Tanzania,75%,3.25,21,20,3.0,0.34581838219927463,0,0.18214284287089133,0.973354382784148
U.S.A.,2020,Madagascar,73%,3.25,15,20,3.0,0.34581838219927463,0,0.18214284287089133,0.4188451487003659
